trip_id,route,transport_type,current_price,days_to_departure,poll_cycle,demand_index,seasonality_index,day_of_week,month,is_weekend
synthetic-trip-00040,Jaipur,train+bus,6396,43,4,0.9814,0.95,1,8,False
synthetic-trip-00040,Jaipur,train+bus,6388,43,5,0.9927,0.95,1,8,False
synthetic-trip-00040,Jaipur,train+bus,6544,43,6,1.0039,0.95,1,8,False
synthetic-trip-00040,Jaipur,train+bus,6722,43,7,1.0152,0.95,1,8,False
synthetic-trip-00041,Kolkata,flight+train+bus,10636,44,0,0.8894,0.95,1,8,False
synthetic-trip-00041,Kolkata,flight+train+bus,10535,44,1,0.9001,0.95,1,8,False
synthetic-trip-00041,Kolkata,flight+train+bus,10552,44,2,0.9108,0.95,1,8,False
synthetic-trip-00041,Kolkata,flight+train+bus,10543,44,3,0.9214,0.95,1,8,False
synthetic-trip-00041,Kolkata,flight+train+bus,10681,44,4,0.9321,0.95,1,8,False
synthetic-trip-00041,Kolkata,flight+train+bus,10822,44,5,0.9428,0.95,1,8,False
synthetic-trip-00041,Kolkata,flight+train+bus,10979,44,6,0.9535,0.95,1,8,False
synthetic-trip-00041,Kolkata,flight+train+bus,11263,44,7,0.9641,0.95,1,8,False
synthetic-trip-00042,Goa,flight,7612,45,0,1.0024,0.95,1,8,False
synthetic-trip-00042,Goa,flight,7686,45,1,1.0144,0.95,1,8,False
synthetic-trip-00042,Goa,flight,7630,45,2,1.0265,0.95,1,8,False
synthetic-trip-00042,Goa,flight,7786,45,3,1.0385,0.95,1,8,False
synthetic-trip-00042,Goa,flight,7812,45,4,1.0505,0.95,1,8,False
synthetic-trip-00042,Goa,flight,7886,45,5,1.0625,0.95,1,8,False
synthetic-trip-00042,Goa,flight,8094,45,6,1.0746,0.95,1,8,False
synthetic-trip-00042,Goa,flight,8248,45,7,1.0866,0.95,1,8,False
synthetic-trip-00043,Mumbai,train,5119,46,0,1.0462,0.95,1,8,False
synthetic-trip-00043,Mumbai,train,5100,46,1,1.0587,0.95,1,8,False
synthetic-trip-00043,Mumbai,train,5063,46,2,1.0713,0.95,1,8,False
synthetic-trip-00043,Mumbai,train,5050,46,3,1.0838,0.95,1,8,False
synthetic-trip-00043,Mumbai,train,5118,46,4,1.0964,0.95,1,8,False
synthetic-trip-00043,Mumbai,train,5195,46,5,1.1089,0.95,1,8,False
synthetic-trip-00043,Mumbai,train,5234,46,6,1.1215,0.95,1,8,False
synthetic-trip-00043,Mumbai,train,5326,46,7,1.134,0.95,1,8,False
synthetic-trip-00044,Delhi,bus,4772,47,0,1.1318,0.95,1,8,False
synthetic-trip-00044,Delhi,bus,4730,47,1,1.1454,0.95,1,8,False
synthetic-trip-00044,Delhi,bus,4704,47,2,1.159,0.95,1,8,False
synthetic-trip-00044,Delhi,bus,4748,47,3,1.1726,0.95,1,8,False
synthetic-trip-00044,Delhi,bus,4823,47,4,1.1861,0.95,1,8,False
synthetic-trip-00044,Delhi,bus,4771,47,5,1.1997,0.95,1,8,False
synthetic-trip-00044,Delhi,bus,4865,47,6,1.2133,0.95,1,8,False
synthetic-trip-00044,Delhi,bus,5007,47,7,1.2269,0.95,1,8,False
synthetic-trip-00045,Bengaluru,flight+train,10000,48,0,0.9969,0.95,1,8,False
synthetic-trip-00045,Bengaluru,flight+train,9910,48,1,1.0089,0.95,1,8,False
synthetic-trip-00045,Bengaluru,flight+train,9846,48,2,1.0208,0.95,1,8,False
synthetic-trip-00045,Bengaluru,flight+train,9985,48,3,1.0328,0.95,1,8,False
synthetic-trip-00045,Bengaluru,flight+train,9969,48,4,1.0448,0.95,1,8,False
synthetic-trip-00045,Bengaluru,flight+train,10106,48,5,1.0567,0.95,1,8,False
synthetic-trip-00045,Bengaluru,flight+train,10419,48,6,1.0687,0.95,1,8,False
synthetic-trip-00045,Bengaluru,flight+train,10634,48,7,1.0807,0.95,1,8,False
synthetic-trip-00046,Jaipur,train+bus,6324,49,0,0.9365,0.95,1,8,False
synthetic-trip-00046,Jaipur,train+bus,6367,49,1,0.9477,0.95,1,8,False
synthetic-trip-00046,Jaipur,train+bus,6419,49,2,0.959,0.95,1,8,False
synthetic-trip-00046,Jaipur,train+bus,6337,49,3,0.9702,0.95,1,8,False
synthetic-trip-00046,Jaipur,train+bus,6337,49,4,0.9814,0.95,1,8,False
synthetic-trip-00046,Jaipur,train+bus,6474,49,5,0.9927,0.95,1,8,False
synthetic-trip-00046,Jaipur,train+bus,6543,49,6,1.0039,0.95,1,8,False
synthetic-trip-00046,Jaipur,train+bus,6679,49,7,1.0152,0.95,1,8,False
synthetic-trip-00047,Kolkata,flight+train+bus,10545,50,0,0.8894,0.95,1,8,False
synthetic-trip-00047,Kolkata,flight+train+bus,10609,50,1,0.9001,0.95,1,8,False
synthetic-trip-00047,Kolkata,flight+train+bus,10632,50,2,0.9108,0.95,1,8,False
synthetic-trip-00047,Kolkata,flight+train+bus,10554,50,3,0.9214,0.95,1,8,False
synthetic-trip-00047,Kolkata,flight+train+bus,10696,50,4,0.9321,0.95,1,8,False
synthetic-trip-00047,Kolkata,flight+train+bus,10778,50,5,0.9428,0.95,1,8,False
synthetic-trip-00047,Kolkata,flight+train+bus,11003,50,6,0.9535,0.95,1,8,False
synthetic-trip-00047,Kolkata,flight+train+bus,11313,50,7,0.9641,0.95,1,8,False
synthetic-trip-00048,Goa,flight,7710,51,0,1.0024,0.95,1,8,False
synthetic-trip-00048,Goa,flight,7700,51,1,1.0144,0.95,1,8,False
synthetic-trip-00048,Goa,flight,7693,51,2,1.0265,0.95,1,8,False
synthetic-trip-00048,Goa,flight,7796,51,3,1.0385,0.95,1,8,False
synthetic-trip-00048,Goa,flight,7881,51,4,1.0505,0.95,1,8,False
synthetic-trip-00048,Goa,flight,7883,51,5,1.0625,0.95,1,8,False
synthetic-trip-00048,Goa,flight,8107,51,6,1.0746,0.95,1,8,False
synthetic-trip-00048,Goa,flight,8369,51,7,1.0866,0.95,1,8,False
synthetic-trip-00049,Mumbai,train,5103,52,0,1.0462,0.95,1,8,False
synthetic-trip-00049,Mumbai,train,5040,52,1,1.0587,0.95,1,8,False
synthetic-trip-00049,Mumbai,train,5086,52,2,1.0713,0.95,1,8,False
synthetic-trip-00049,Mumbai,train,5101,52,3,1.0838,0.95,1,8,False
synthetic-trip-00049,Mumbai,train,5135,52,4,1.0964,0.95,1,8,False
synthetic-trip-00049,Mumbai,train,5186,52,5,1.1089,0.95,1,8,False
synthetic-trip-00049,Mumbai,train,5240,52,6,1.1215,0.95,1,8,False
synthetic-trip-00049,Mumbai,train,5361,52,7,1.134,0.95,1,8,False
synthetic-trip-00050,Delhi,bus,4726,53,0,1.1318,0.95,1,8,False
synthetic-trip-00050,Delhi,bus,4750,53,1,1.1454,0.95,1,8,False
synthetic-trip-00050,Delhi,bus,4709,53,2,1.159,0.95,1,8,False
synthetic-trip-00050,Delhi,bus,4752,53,3,1.1726,0.95,1,8,False
synthetic-trip-00050,Delhi,bus,4766,53,4,1.1861,0.95,1,8,False
synthetic-trip-00050,Delhi,bus,4868,53,5,1.1997,0.95,1,8,False
synthetic-trip-00050,Delhi,bus,4889,53,6,1.2133,0.95,1,8,False
synthetic-trip-00050,Delhi,bus,4951,53,7,1.2269,0.95,1,8,False
synthetic-trip-00051,Bengaluru,flight+train,9861,54,0,0.9969,0.95,1,8,False
synthetic-trip-00051,Bengaluru,flight+train,9895,54,1,1.0089,0.95,1,8,False
synthetic-trip-00051,Bengaluru,flight+train,9919,54,2,1.0208,0.95,1,8,False
synthetic-trip-00051,Bengaluru,flight+train,9946,54,3,1.0328,0.95,1,8,False
synthetic-trip-00051,Bengaluru,flight+train,10048,54,4,1.0448,0.95,1,8,False
synthetic-trip-00051,Bengaluru,flight+train,10181,54,5,1.0567,0.95,1,8,False
synthetic-trip-00051,Bengaluru,flight+train,10471,54,6,1.0687,0.95,1,8,False
synthetic-trip-00051,Bengaluru,flight+train,10531,54,7,1.0807,0.95,1,8,False
synthetic-trip-00052,Jaipur,train+bus,6338,55,0,0.9365,0.95,1,8,False
synthetic-trip-00052,Jaipur,train+bus,6337,55,1,0.9477,0.95,1,8,False
synthetic-trip-00052,Jaipur,train+bus,6301,55,2,0.959,0.95,1,8,False
synthetic-trip-00052,Jaipur,train+bus,6386,55,3,0.9702,0.95,1,8,False
synthetic-trip-00052,Jaipur,train+bus,6402,55,4,0.9814,0.95,1,8,False
synthetic-trip-00052,Jaipur,train+bus,6464,55,5,0.9927,0.95,1,8,False
synthetic-trip-00052,Jaipur,train+bus,6585,55,6,1.0039,0.95,1,8,False
synthetic-trip-00052,Jaipur,train+bus,6698,55,7,1.0152,0.95,1,8,False
synthetic-trip-00053,Kolkata,flight+train+bus,10625,56,0,0.8894,0.95,1,8,False
synthetic-trip-00053,Kolkata,flight+train+bus,10576,56,1,0.9001,0.95,1,8,False
synthetic-trip-00053,Kolkata,flight+train+bus,10569,56,2,0.9108,0.95,1,8,False
synthetic-trip-00053,Kolkata,flight+train+bus,10600,56,3,0.9214,0.95,1,8,False
synthetic-trip-00053,Kolkata,flight+train+bus,10668,56,4,0.9321,0.95,1,8,False
synthetic-trip-00053,Kolkata,flight+train+bus,10859,56,5,0.9428,0.95,1,8,False
synthetic-trip-00053,Kolkata,flight+train+bus,11142,56,6,0.9535,0.95,1,8,False
synthetic-trip-00053,Kolkata,flight+train+bus,11394,56,7,0.9641,0.95,1,8,False
synthetic-trip-00054,Goa,flight,7649,57,0,1.0024,0.95,1,8,False
synthetic-trip-00054,Goa,flight,7736,57,1,1.0144,0.95,1,8,False
synthetic-trip-00054,Goa,flight,7597,57,2,1.0265,0.95,1,8,False
synthetic-trip-00054,Goa,flight,7701,57,3,1.0385,0.95,1,8,False
synthetic-trip-00054,Goa,flight,7860,57,4,1.0505,0.95,1,8,False
synthetic-trip-00054,Goa,flight,7870,57,5,1.0625,0.95,1,8,False
synthetic-trip-00054,Goa,flight,8103,57,6,1.0746,0.95,1,8,False
synthetic-trip-00054,Goa,flight,8240,57,7,1.0866,0.95,1,8,False
synthetic-trip-00055,Mumbai,train,5066,58,0,1.0462,0.95,1,8,False
synthetic-trip-00055,Mumbai,train,5075,58,1,1.0587,0.95,1,8,False
synthetic-trip-00055,Mumbai,train,5028,58,2,1.0713,0.95,1,8,False
synthetic-trip-00055,Mumbai,train,5063,58,3,1.0838,0.95,1,8,False
synthetic-trip-00055,Mumbai,train,5114,58,4,1.0964,0.95,1,8,False
synthetic-trip-00055,Mumbai,train,5159,58,5,1.1089,0.95,1,8,False
synthetic-trip-00055,Mumbai,train,5199,58,6,1.1215,0.95,1,8,False
synthetic-trip-00055,Mumbai,train,5427,58,7,1.134,0.95,1,8,False
synthetic-trip-00056,Delhi,bus,4733,59,0,1.1318,0.95,1,8,False
synthetic-trip-00056,Delhi,bus,4692,59,1,1.1454,0.95,1,8,False
synthetic-trip-00056,Delhi,bus,4755,59,2,1.159,0.95,1,8,False
synthetic-trip-00056,Delhi,bus,4795,59,3,1.1726,0.95,1,8,False
synthetic-trip-00056,Delhi,bus,4793,59,4,1.1861,0.95,1,8,False
synthetic-trip-00056,Delhi,bus,4758,59,5,1.1997,0.95,1,8,False
synthetic-trip-00056,Delhi,bus,4842,59,6,1.2133,0.95,1,8,False
synthetic-trip-00056,Delhi,bus,4917,59,7,1.2269,0.95,1,8,False
synthetic-trip-00057,Bengaluru,flight+train,9837,60,0,0.9969,0.95,1,8,False
synthetic-trip-00057,Bengaluru,flight+train,9979,60,1,1.0089,0.95,1,8,False
synthetic-trip-00057,Bengaluru,flight+train,9977,60,2,1.0208,0.95,1,8,False
synthetic-trip-00057,Bengaluru,flight+train,9966,60,3,1.0328,0.95,1,8,False
synthetic-trip-00057,Bengaluru,flight+train,10060,60,4,1.0448,0.95,1,8,False
synthetic-trip-00057,Bengaluru,flight+train,10204,60,5,1.0567,0.95,1,8,False
synthetic-trip-00057,Bengaluru,flight+train,10430,60,6,1.0687,0.95,1,8,False
synthetic-trip-00057,Bengaluru,flight+train,10524,60,7,1.0807,0.95,1,8,False
synthetic-trip-00058,Jaipur,train+bus,6288,61,0,0.9365,0.95,1,8,False
synthetic-trip-00058,Jaipur,train+bus,6377,61,1,0.9477,0.95,1,8,False
synthetic-trip-00058,Jaipur,train+bus,6293,61,2,0.959,0.95,1,8,False
synthetic-trip-00058,Jaipur,train+bus,6375,61,3,0.9702,0.95,1,8,False
synthetic-trip-00058,Jaipur,train+bus,6376,61,4,0.9814,0.95,1,8,False
synthetic-trip-00058,Jaipur,train+bus,6408,61,5,0.9927,0.95,1,8,False
synthetic-trip-00058,Jaipur,train+bus,6506,61,6,1.0039,0.95,1,8,False
synthetic-trip-00058,Jaipur,train+bus,6700,61,7,1.0152,0.95,1,8,False
synthetic-trip-00059,Kolkata,flight+train+bus,10655,62,0,0.8894,0.95,1,8,False
synthetic-trip-00059,Kolkata,flight+train+bus,10588,62,1,0.9001,0.95,1,8,False
synthetic-trip-00059,Kolkata,flight+train+bus,10598,62,2,0.9108,0.95,1,8,False
synthetic-trip-00059,Kolkata,flight+train+bus,10536,62,3,0.9214,0.95,1,8,False
synthetic-trip-00059,Kolkata,flight+train+bus,10639,62,4,0.9321,0.95,1,8,False
synthetic-trip-00059,Kolkata,flight+train+bus,10810,62,5,0.9428,0.95,1,8,False
synthetic-trip-00059,Kolkata,flight+train+bus,11029,62,6,0.9535,0.95,1,8,False
synthetic-trip-00059,Kolkata,flight+train+bus,11238,62,7,0.9641,0.95,1,8,False
synthetic-trip-00060,Goa,flight,10185,3,0,1.3182,0.95,1,8,False
synthetic-trip-00060,Goa,flight,10185,3,1,1.334,0.95,1,8,False
synthetic-trip-00060,Goa,flight,10107,3,2,1.3498,0.95,1,8,False
synthetic-trip-00060,Goa,flight,10084,3,3,1.3656,0.95,1,8,False
synthetic-trip-00060,Goa,flight,10297,3,4,1.3814,0.95,1,8,False
synthetic-trip-00060,Goa,flight,10385,3,5,1.3972,0.95,1,8,False
synthetic-trip-00060,Goa,flight,10661,3,6,1.4131,0.95,1,8,False
synthetic-trip-00060,Goa,flight,10798,3,7,1.4289,0.95,1,8,False
synthetic-trip-00061,Mumbai,train,6609,4,0,1.3635,0.95,1,8,False
synthetic-trip-00061,Mumbai,train,6623,4,1,1.3798,0.95,1,8,False
synthetic-trip-00061,Mumbai,train,6617,4,2,1.3962,0.95,1,8,False
synthetic-trip-00061,Mumbai,train,6536,4,3,1.4126,0.95,1,8,False
synthetic-trip-00061,Mumbai,train,6567,4,4,1.4289,0.95,1,8,False
synthetic-trip-00061,Mumbai,train,6779,4,5,1.4453,0.95,1,8,False
synthetic-trip-00061,Mumbai,train,6877,4,6,1.4617,0.95,1,8,False
synthetic-trip-00061,Mumbai,train,7041,4,7,1.478,0.95,1,8,False
synthetic-trip-00062,Delhi,bus,6145,5,0,1.4619,0.95,1,8,False
synthetic-trip-00062,Delhi,bus,6088,5,1,1.4795,0.95,1,8,False
synthetic-trip-00062,Delhi,bus,6122,5,2,1.497,0.95,1,8,False
synthetic-trip-00062,Delhi,bus,6141,5,3,1.5146,0.95,1,8,False
synthetic-trip-00062,Delhi,bus,6212,5,4,1.5321,0.95,1,8,False
synthetic-trip-00062,Delhi,bus,6181,5,5,1.5496,0.95,1,8,False
synthetic-trip-00062,Delhi,bus,6292,5,6,1.5672,0.95,1,8,False
synthetic-trip-00062,Delhi,bus,6453,5,7,1.5847,0.95,1,8,False
synthetic-trip-00063,Bengaluru,flight+train,12750,6,0,1.276,0.95,1,8,False
synthetic-trip-00063,Bengaluru,flight+train,12749,6,1,1.2914,0.95,1,8,False
synthetic-trip-00063,Bengaluru,flight+train,12804,6,2,1.3067,0.95,1,8,False
synthetic-trip-00063,Bengaluru,flight+train,12754,6,3,1.322,0.95,1,8,False
synthetic-trip-00063,Bengaluru,flight+train,12819,6,4,1.3373,0.95,1,8,False
synthetic-trip-00063,Bengaluru,flight+train,12973,6,5,1.3526,0.95,1,8,False
synthetic-trip-00063,Bengaluru,flight+train,13371,6,6,1.3679,0.95,1,8,False
synthetic-trip-00063,Bengaluru,flight+train,13695,6,7,1.3832,0.95,1,8,False
synthetic-trip-00064,Jaipur,train+bus,7978,7,0,1.1878,0.95,1,8,False
synthetic-trip-00064,Jaipur,train+bus,8041,7,1,1.202,0.95,1,8,False
synthetic-trip-00064,Jaipur,train+bus,8071,7,2,1.2163,0.95,1,8,False
synthetic-trip-00064,Jaipur,train+bus,8010,7,3,1.2305,0.95,1,8,False
synthetic-trip-00064,Jaipur,train+bus,8053,7,4,1.2448,0.95,1,8,False
synthetic-trip-00064,Jaipur,train+bus,8178,7,5,1.259,0.95,1,8,False
synthetic-trip-00064,Jaipur,train+bus,8321,7,6,1.2733,0.95,1,8,False
synthetic-trip-00064,Jaipur,train+bus,8509,7,7,1.2876,0.95,1,8,False
synthetic-trip-00065,Kolkata,flight+train+bus,13323,8,0,1.1177,0.95,1,8,False
synthetic-trip-00065,Kolkata,flight+train+bus,13290,8,1,1.1311,0.95,1,8,False
synthetic-trip-00065,Kolkata,flight+train+bus,13370,8,2,1.1445,0.95,1,8,False
synthetic-trip-00065,Kolkata,flight+train+bus,13389,8,3,1.158,0.95,1,8,False
synthetic-trip-00065,Kolkata,flight+train+bus,13318,8,4,1.1714,0.95,1,8,False
synthetic-trip-00065,Kolkata,flight+train+bus,13610,8,5,1.1848,0.95,1,8,False
synthetic-trip-00065,Kolkata,flight+train+bus,13935,8,6,1.1982,0.95,1,8,False
synthetic-trip-00065,Kolkata,flight+train+bus,14125,8,7,1.2116,0.95,1,8,False
synthetic-trip-00066,Goa,flight,9596,9,0,1.248,0.95,1,8,False
synthetic-trip-00066,Goa,flight,9504,9,1,1.263,0.95,1,8,False
synthetic-trip-00066,Goa,flight,9545,9,2,1.2779,0.95,1,8,False
synthetic-trip-00066,Goa,flight,9652,9,3,1.2929,0.95,1,8,False
synthetic-trip-00066,Goa,flight,9709,9,4,1.3079,0.95,1,8,False
synthetic-trip-00066,Goa,flight,9834,9,5,1.3229,0.95,1,8,False
synthetic-trip-00066,Goa,flight,10069,9,6,1.3378,0.95,1,8,False
synthetic-trip-00066,Goa,flight,10231,9,7,1.3528,0.95,1,8,False
synthetic-trip-00067,Mumbai,train,6192,10,0,1.2903,0.95,1,8,False
synthetic-trip-00067,Mumbai,train,6281,10,1,1.3057,0.95,1,8,False
synthetic-trip-00067,Mumbai,train,6290,10,2,1.3212,0.95,1,8,False
synthetic-trip-00067,Mumbai,train,6230,10,3,1.3367,0.95,1,8,False
synthetic-trip-00067,Mumbai,train,6341,10,4,1.3522,0.95,1,8,False
synthetic-trip-00067,Mumbai,train,6381,10,5,1.3677,0.95,1,8,False
synthetic-trip-00067,Mumbai,train,6542,10,6,1.3832,0.95,1,8,False
synthetic-trip-00067,Mumbai,train,6660,10,7,1.3986,0.95,1,8,False
synthetic-trip-00068,Delhi,bus,5765,11,0,1.3827,0.95,1,8,False
synthetic-trip-00068,Delhi,bus,5789,11,1,1.3993,0.95,1,8,False
synthetic-trip-00068,Delhi,bus,5844,11,2,1.4159,0.95,1,8,False
synthetic-trip-00068,Delhi,bus,5748,11,3,1.4325,0.95,1,8,False
synthetic-trip-00068,Delhi,bus,5758,11,4,1.4491,0.95,1,8,False
synthetic-trip-00068,Delhi,bus,5897,11,5,1.4657,0.95,1,8,False
synthetic-trip-00068,Delhi,bus,5920,11,6,1.4822,0.95,1,8,False
synthetic-trip-00068,Delhi,bus,6015,11,7,1.4988,0.95,1,8,False
synthetic-trip-00069,Bengaluru,flight+train,11908,12,0,1.2063,0.95,1,8,False
synthetic-trip-00069,Bengaluru,flight+train,11913,12,1,1.2207,0.95,1,8,False
synthetic-trip-00069,Bengaluru,flight+train,12033,12,2,1.2352,0.95,1,8,False
synthetic-trip-00069,Bengaluru,flight+train,11944,12,3,1.2497,0.95,1,8,False
synthetic-trip-00069,Bengaluru,flight+train,12131,12,4,1.2642,0.95,1,8,False
synthetic-trip-00069,Bengaluru,flight+train,12312,12,5,1.2786,0.95,1,8,False
synthetic-trip-00069,Bengaluru,flight+train,12567,12,6,1.2931,0.95,1,8,False
synthetic-trip-00069,Bengaluru,flight+train,12987,12,7,1.3076,0.95,1,8,False
synthetic-trip-00070,Jaipur,train+bus,7539,13,0,1.1222,0.95,1,8,False
synthetic-trip-00070,Jaipur,train+bus,7577,13,1,1.1357,0.95,1,8,False
synthetic-trip-00070,Jaipur,train+bus,7582,13,2,1.1492,0.95,1,8,False
synthetic-trip-00070,Jaipur,train+bus,7622,13,3,1.1626,0.95,1,8,False
synthetic-trip-00070,Jaipur,train+bus,7617,13,4,1.1761,0.95,1,8,False
synthetic-trip-00070,Jaipur,train+bus,7665,13,5,1.1896,0.95,1,8,False
synthetic-trip-00070,Jaipur,train+bus,7769,13,6,1.203,0.95,1,8,False
synthetic-trip-00070,Jaipur,train+bus,7967,13,7,1.2165,0.95,1,8,False
synthetic-trip-00071,Kolkata,flight+train+bus,12574,14,0,1.0555,0.95,1,8,False
synthetic-trip-00071,Kolkata,flight+train+bus,12686,14,1,1.0681,0.95,1,8,False
synthetic-trip-00071,Kolkata,flight+train+bus,12612,14,2,1.0808,0.95,1,8,False
synthetic-trip-00071,Kolkata,flight+train+bus,12602,14,3,1.0934,0.95,1,8,False
synthetic-trip-00071,Kolkata,flight+train+bus,12702,14,4,1.1061,0.95,1,8,False
synthetic-trip-00071,Kolkata,flight+train+bus,12898,14,5,1.1188,0.95,1,8,False
synthetic-trip-00071,Kolkata,flight+train+bus,13184,14,6,1.1314,0.95,1,8,False
synthetic-trip-00071,Kolkata,flight+train+bus,13476,14,7,1.1441,0.95,1,8,False
synthetic-trip-00072,Goa,flight,8979,15,0,1.1778,0.95,1,8,False
synthetic-trip-00072,Goa,flight,9146,15,1,1.192,0.95,1,8,False
synthetic-trip-00072,Goa,flight,9064,15,2,1.2061,0.95,1,8,False
synthetic-trip-00072,Goa,flight,8994,15,3,1.2202,0.95,1,8,False
synthetic-trip-00072,Goa,flight,9269,15,4,1.2344,0.95,1,8,False
synthetic-trip-00072,Goa,flight,9327,15,5,1.2485,0.95,1,8,False
synthetic-trip-00072,Goa,flight,9520,15,6,1.2626,0.95,1,8,False
synthetic-trip-00072,Goa,flight,9683,15,7,1.2768,0.95,1,8,False
synthetic-trip-00073,Mumbai,train,5864,16,0,1.217,0.95,1,8,False
synthetic-trip-00073,Mumbai,train,5919,16,1,1.2316,0.95,1,8,False
synthetic-trip-00073,Mumbai,train,5900,16,2,1.2462,0.95,1,8,False
synthetic-trip-00073,Mumbai,train,5875,16,3,1.2608,0.95,1,8,False
synthetic-trip-00073,Mumbai,train,5979,16,4,1.2754,0.95,1,8,False
synthetic-trip-00073,Mumbai,train,6016,16,5,1.29,0.95,1,8,False
synthetic-trip-00073,Mumbai,train,6165,16,6,1.3047,0.95,1,8,False
synthetic-trip-00073,Mumbai,train,6318,16,7,1.3193,0.95,1,8,False
synthetic-trip-00074,Delhi,bus,5496,17,0,1.3035,0.95,1,8,False
synthetic-trip-00074,Delhi,bus,5404,17,1,1.3191,0.95,1,8,False
synthetic-trip-00074,Delhi,bus,5490,17,2,1.3348,0.95,1,8,False
synthetic-trip-00074,Delhi,bus,5481,17,3,1.3504,0.95,1,8,False
synthetic-trip-00074,Delhi,bus,5533,17,4,1.366,0.95,1,8,False
synthetic-trip-00074,Delhi,bus,5509,17,5,1.3817,0.95,1,8,False
synthetic-trip-00074,Delhi,bus,5668,17,6,1.3973,0.95,1,8,False
synthetic-trip-00074,Delhi,bus,5652,17,7,1.413,0.95,1,8,False
synthetic-trip-00075,Bengaluru,flight+train,11415,18,0,1.1365,0.95,1,8,False
synthetic-trip-00075,Bengaluru,flight+train,11404,18,1,1.1501,0.95,1,8,False
synthetic-trip-00075,Bengaluru,flight+train,11247,18,2,1.1638,0.95,1,8,False
synthetic-trip-00075,Bengaluru,flight+train,11423,18,3,1.1774,0.95,1,8,False
synthetic-trip-00075,Bengaluru,flight+train,11542,18,4,1.191,0.95,1,8,False
synthetic-trip-00075,Bengaluru,flight+train,11701,18,5,1.2047,0.95,1,8,False
synthetic-trip-00075,Bengaluru,flight+train,11804,18,6,1.2183,0.95,1,8,False
synthetic-trip-00075,Bengaluru,flight+train,12159,18,7,1.2319,0.95,1,8,False
synthetic-trip-00076,Jaipur,train+bus,7175,19,0,1.0567,0.95,1,8,False
synthetic-trip-00076,Jaipur,train+bus,7161,19,1,1.0694,0.95,1,8,False
synthetic-trip-00076,Jaipur,train+bus,7229,19,2,1.082,0.95,1,8,False
synthetic-trip-00076,Jaipur,train+bus,7193,19,3,1.0947,0.95,1,8,False
synthetic-trip-00076,Jaipur,train+bus,7238,19,4,1.1074,0.95,1,8,False
synthetic-trip-00076,Jaipur,train+bus,7218,19,5,1.1201,0.95,1,8,False
synthetic-trip-00076,Jaipur,train+bus,7347,19,6,1.1328,0.95,1,8,False
synthetic-trip-00076,Jaipur,train+bus,7505,19,7,1.1454,0.95,1,8,False
synthetic-trip-00077,Kolkata,flight+train+bus,11780,20,0,0.9932,0.95,1,8,False
synthetic-trip-00077,Kolkata,flight+train+bus,11870,20,1,1.0051,0.95,1,8,False
synthetic-trip-00077,Kolkata,flight+train+bus,11912,20,2,1.017,0.95,1,8,False
synthetic-trip-00077,Kolkata,flight+train+bus,11852,20,3,1.0289,0.95,1,8,False
synthetic-trip-00077,Kolkata,flight+train+bus,11959,20,4,1.0409,0.95,1,8,False
synthetic-trip-00077,Kolkata,flight+train+bus,12042,20,5,1.0528,0.95,1,8,False
synthetic-trip-00077,Kolkata,flight+train+bus,12320,20,6,1.0647,0.95,1,8,False
synthetic-trip-00077,Kolkata,flight+train+bus,12525,20,7,1.0766,0.95,1,8,False
synthetic-trip-00078,Goa,flight,8577,21,0,1.1077,0.95,1,8,False
synthetic-trip-00078,Goa,flight,8427,21,1,1.1209,0.95,1,8,False
synthetic-trip-00078,Goa,flight,8500,21,2,1.1342,0.95,1,8,False
synthetic-trip-00078,Goa,flight,8442,21,3,1.1475,0.95,1,8,False
synthetic-trip-00078,Goa,flight,8677,21,4,1.1608,0.95,1,8,False
synthetic-trip-00078,Goa,flight,8804,21,5,1.1741,0.95,1,8,False
synthetic-trip-00078,Goa,flight,8960,21,6,1.1874,0.95,1,8,False
synthetic-trip-00078,Goa,flight,9098,21,7,1.2007,0.95,1,8,False
synthetic-trip-00079,Mumbai,train,5567,22,0,1.1438,0.95,1,8,False
synthetic-trip-00079,Mumbai,train,5512,22,1,1.1575,0.95,1,8,False
synthetic-trip-00079,Mumbai,train,5547,22,2,1.1712,0.95,1,8,False
synthetic-trip-00079,Mumbai,train,5512,22,3,1.185,0.95,1,8,False
synthetic-trip-00079,Mumbai,train,5604,22,4,1.1987,0.95,1,8,False
synthetic-trip-00079,Mumbai,train,5643,22,5,1.2124,0.95,1,8,False
synthetic-trip-00079,Mumbai,train,5804,22,6,1.2261,0.95,1,8,False
synthetic-trip-00079,Mumbai,train,5883,22,7,1.2399,0.95,1,8,False
synthetic-trip-00080,Delhi,bus,5072,23,0,1.2242,0.95,1,8,False
synthetic-trip-00080,Delhi,bus,5079,23,1,1.2389,0.95,1,8,False
synthetic-trip-00080,Delhi,bus,5088,23,2,1.2536,0.95,1,8,False
synthetic-trip-00080,Delhi,bus,5126,23,3,1.2683,0.95,1,8,False
synthetic-trip-00080,Delhi,bus,5121,23,4,1.283,0.95,1,8,False
synthetic-trip-00080,Delhi,bus,5137,23,5,1.2977,0.95,1,8,False
synthetic-trip-00080,Delhi,bus,5237,23,6,1.3124,0.95,1,8,False
synthetic-trip-00080,Delhi,bus,5359,23,7,1.3271,0.95,1,8,False
synthetic-trip-00081,Bengaluru,flight+train,10543,24,0,1.0667,0.95,1,8,False
